TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0031683	G-protein beta/gamma-subunit complex binding	0.999999999994821	-5.17874046158915e-12	18	0	0	41	11917
GO:0016891	endoribonuclease activity, producing 5'-phosphomonoesters	0.999999999994821	-5.17874046158915e-12	18	0	0	41	11917
GO:0015079	potassium ion transmembrane transporter activity	0.999999999995039	-4.96070443001505e-12	108	0	0	41	11917
GO:0005096	GTPase activator activity	0.999999999997169	-2.83143231314399e-12	168	0	0	41	11917
GO:0008528	G-protein coupled peptide receptor activity	0.999999999997338	-2.66215898783782e-12	72	0	0	41	11917
GO:0019787	ubiquitin-like protein transferase activity	0.999999999997814	-2.18631951329751e-12	240	0	0	41	11917
GO:0019829	cation-transporting ATPase activity	0.999999999998375	-1.62545675945835e-12	53	0	0	41	11917
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	0.999999999998375	-1.62545675945835e-12	53	0	0	41	11917
GO:0042625	ATPase coupled ion transmembrane transporter activity	0.999999999998375	-1.62545675945835e-12	53	0	0	41	11917
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	0.999999999998408	-1.59240855025238e-12	55	0	0	41	11917
GO:0019900	kinase binding	0.999999999998408	-1.59240855025238e-12	55	0	0	41	11917
GO:0004519	endonuclease activity	0.999999999998527	-1.47287089794164e-12	69	0	0	41	11917
GO:0008083	growth factor activity	0.999999999998527	-1.47287089794164e-12	69	0	0	41	11917
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	0.999999999998527	-1.47287089794164e-12	69	0	0	41	11917
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0.999999999998527	-1.47287089794164e-12	69	0	0	41	11917
GO:0015085	calcium ion transmembrane transporter activity	0.999999999998542	-1.45815347589936e-12	88	0	0	41	11917
GO:0051018	protein kinase A binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0004312	fatty acid synthase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0033293	monocarboxylic acid binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0016854	racemase and epimerase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0090484	drug transporter activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0008320	protein transmembrane transporter activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0000993	RNA polymerase II core binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0046875	ephrin receptor binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0030247	polysaccharide binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0019206	nucleoside kinase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0010181	FMN binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0004181	metallocarboxypeptidase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0003993	acid phosphatase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0001871	pattern binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0022821	potassium ion antiporter activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0005388	calcium-transporting ATPase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0046332	SMAD binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0043178	alcohol binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0046527	glucosyltransferase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0004000	adenosine deaminase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0042162	telomeric DNA binding	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0016881	acid-amino acid ligase activity	0.999999999998658	-1.34208556923078e-12	11	0	0	41	11917
GO:0008237	metallopeptidase activity	0.999999999998704	-1.29603148768751e-12	121	0	0	41	11917
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0.999999999998704	-1.29603148768751e-12	121	0	0	41	11917
GO:0030414	peptidase inhibitor activity	0.999999999999587	-4.1304265650663e-13	65	0	0	41	11917
GO:0008080	N-acetyltransferase activity	0.999999999999587	-4.1304265650663e-13	65	0	0	41	11917
GO:0016829	lyase activity	0.999999999999709	-2.91291912588031e-13	130	0	0	41	11917
GO:0042623	ATPase activity, coupled	0.999999999999782	-2.18104621436103e-13	223	0	0	41	11917
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	0.999999999999893	-1.07381795981579e-13	112	0	0	41	11917
GO:0022835	transmitter-gated channel activity	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0008188	neuropeptide receptor activity	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0004177	aminopeptidase activity	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0005507	copper ion binding	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0008013	beta-catenin binding	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0022824	transmitter-gated ion channel activity	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
GO:0099516	ion antiporter activity	0.999999999999977	-2.3238905470903e-14	29	0	0	41	11917
root	NA	1	0	11917	41	1	41	11917	100037361,321294,553189,557341,100006464,100149555,641576,558940,100093704,724016,567576,567159,492346,405850,494031,100333821,406311,100037315,767809,335206,324079,334202,436817,368924,436766,553808,557176,393541,415220,449947,795588,100002110,100332193,100003969,402815,322795,565869,568412,445498,572044,323656	zgc:158463,cpox,dnmt3ab,cmklr1,si:dkey-27j5.5,stard9,zgc:122979,sacm1la,smim7,npas4a,syne1b,tnfaip2a,fosb,foxg1b,usp2a,tnfrsf11a,pik3r3a,adrb2b,runx1t1,arrdc2,adi1,plk3,polr2f,fkbp5,jdp2b,ankrd45,pik3r1,tsc22d3,mpdu1b,slc16a12b,slc16a9a,stxbp6l,ghsrb,zgc:165551,nr1d2a,csrnp1b,klf9,si:ch211-45c16.2,rab4b,nocta,her8a
GO:0003674	molecular_function	1	0	11917	41	1	41	11917	568412,445498,565869,323656,572044,100002110,795588,449947,322795,402815,100003969,100332193,436766,368924,436817,415220,557176,393541,553808,335206,767809,100037315,334202,324079,494031,405850,100333821,406311,100093704,567159,492346,567576,724016,100149555,100006464,641576,558940,100037361,557341,553189,321294	si:ch211-45c16.2,rab4b,klf9,her8a,nocta,stxbp6l,slc16a9a,slc16a12b,csrnp1b,nr1d2a,zgc:165551,ghsrb,jdp2b,fkbp5,polr2f,mpdu1b,pik3r1,tsc22d3,ankrd45,arrdc2,runx1t1,adrb2b,plk3,adi1,usp2a,foxg1b,tnfrsf11a,pik3r3a,smim7,tnfaip2a,fosb,syne1b,npas4a,stard9,si:dkey-27j5.5,zgc:122979,sacm1la,zgc:158463,cmklr1,dnmt3ab,cpox
GO:0008170	N-methyltransferase activity	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0009055	electron carrier activity	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0050660	flavin adenine dinucleotide binding	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0019905	syntaxin binding	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0015294	solute:cation symporter activity	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0008238	exopeptidase activity	1.00000000000048	4.75762907265877e-13	58	0	0	41	11917
GO:0043023	ribosomal large subunit binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005219	ryanodine-sensitive calcium-release channel activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0035381	ATP-gated ion channel activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015280	ligand-gated sodium channel activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003873	6-phosphofructo-2-kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0051219	phosphoprotein binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016534	cyclin-dependent protein kinase 5 activator activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0030976	thiamine pyrophosphate binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0031386	protein tag	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008349	MAP kinase kinase kinase kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008502	melatonin receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008479	queuine tRNA-ribosyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0017081	chloride channel regulator activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015386	potassium:proton antiporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008157	protein phosphatase 1 binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016635	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015187	glycine transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004332	fructose-bisphosphate aldolase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004656	procollagen-proline 4-dioxygenase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0046624	sphingolipid transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0071558	histone demethylase activity (H3-K27 specific)	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0098809	nitrite reductase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0043995	histone acetyltransferase activity (H4-K5 specific)	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015319	sodium:inorganic phosphate symporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016530	metallochaperone activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0001642	group III metabotropic glutamate receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005537	mannose binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008353	RNA polymerase II carboxy-terminal domain kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003872	6-phosphofructokinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004634	phosphopyruvate hydratase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008603	cAMP-dependent protein kinase regulator activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0047429	nucleoside-triphosphate diphosphatase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005483	soluble NSF attachment protein activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0090482	vitamin transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0043024	ribosomal small subunit binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0047623	adenosine-phosphate deaminase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004661	protein geranylgeranyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004826	phenylalanine-tRNA ligase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0017108	5'-flap endonuclease activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0051861	glycolipid binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0070567	cytidylyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008174	mRNA methyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0001968	fibronectin binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004955	prostaglandin receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0070181	small ribosomal subunit rRNA binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004689	phosphorylase kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005545	1-phosphatidylinositol binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016405	CoA-ligase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0047372	acylglycerol lipase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015245	fatty acid transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0043996	histone acetyltransferase activity (H4-K8 specific)	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015379	potassium:chloride symporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0051721	protein phosphatase 2A binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0017070	U6 snRNA binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004938	alpha2-adrenergic receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0016922	ligand-dependent nuclear receptor binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004430	1-phosphatidylinositol 4-kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004806	triglyceride lipase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0000150	recombinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0070628	proteasome binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0061133	endopeptidase activator activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0008172	S-methyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004329	formate-tetrahydrofolate ligase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005391	sodium:potassium-exchanging ATPase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0000254	C-4 methylsterol oxidase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0097472	cyclin-dependent protein kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0046920	alpha-(1->3)-fucosyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005243	gap junction channel activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015172	acidic amino acid transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005007	fibroblast growth factor-activated receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0043236	laminin binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003828	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015385	sodium:proton antiporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015605	organophosphate ester transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004300	enoyl-CoA hydratase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0035255	ionotropic glutamate receptor binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0000340	RNA 7-methylguanosine cap binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005114	type II transforming growth factor beta receptor binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004971	AMPA glutamate receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004438	phosphatidylinositol-3-phosphatase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0035312	5'-3' exodeoxyribonuclease activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0035251	UDP-glucosyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0098988	G-protein coupled glutamate receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005313	L-glutamate transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005451	monovalent cation:proton antiporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004985	opioid receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0070573	metallodipeptidase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004954	prostanoid receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0017091	AU-rich element binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0070568	guanylyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004995	tachykinin receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003876	AMP deaminase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005159	insulin-like growth factor receptor binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0046972	histone acetyltransferase activity (H4-K16 specific)	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0001640	adenylate cyclase inhibiting G-protein coupled glutamate receptor activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0004075	biotin carboxylase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0000104	succinate dehydrogenase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005080	protein kinase C binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0045309	protein phosphorylated amino acid binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015925	galactosidase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0031402	sodium ion binding	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015926	glucosidase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0005436	sodium:phosphate symporter activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0035173	histone kinase activity	1.00000000000053	5.33119736803404e-13	5	0	0	41	11917
GO:0015077	monovalent inorganic cation transmembrane transporter activity	1.00000000000064	6.36007674543237e-13	238	0	0	41	11917
GO:0004175	endopeptidase activity	1.00000000000067	6.65977797877391e-13	242	0	0	41	11917
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	1.00000000000072	7.2410067257415e-13	35	0	0	41	11917
GO:0015179	L-amino acid transmembrane transporter activity	1.00000000000072	7.2410067257415e-13	35	0	0	41	11917
GO:0016860	intramolecular oxidoreductase activity	1.00000000000072	7.2410067257415e-13	35	0	0	41	11917
GO:0060090	binding, bridging	1.00000000000072	7.2410067257415e-13	35	0	0	41	11917
GO:0016410	N-acyltransferase activity	1.00000000000079	7.87021952709796e-13	76	0	0	41	11917
GO:0005244	voltage-gated ion channel activity	1.00000000000093	9.32992128004881e-13	157	0	0	41	11917
GO:0032182	ubiquitin-like protein binding	1.00000000000095	9.54580772608379e-13	57	0	0	41	11917
GO:0030551	cyclic nucleotide binding	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0051537	2 iron, 2 sulfur cluster binding	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0008171	O-methyltransferase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0016849	phosphorus-oxygen lyase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0015035	protein disulfide oxidoreductase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0008175	tRNA methyltransferase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0016917	GABA receptor activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0070006	metalloaminopeptidase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0004707	MAP kinase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0035591	signaling adaptor activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0004029	aldehyde dehydrogenase (NAD) activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0003954	NADH dehydrogenase activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0005328	neurotransmitter:sodium symporter activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:1901505	carbohydrate derivative transporter activity	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0016877	ligase activity, forming carbon-sulfur bonds	1.00000000000109	1.09301597227965e-12	19	0	0	41	11917
GO:0003724	RNA helicase activity	1.00000000000129	1.2895036752497e-12	50	0	0	41	11917
GO:0004540	ribonuclease activity	1.00000000000129	1.2895036752497e-12	50	0	0	41	11917
GO:0008186	RNA-dependent ATPase activity	1.00000000000129	1.2895036752497e-12	50	0	0	41	11917
GO:0004004	ATP-dependent RNA helicase activity	1.00000000000129	1.2895036752497e-12	50	0	0	41	11917
GO:0043130	ubiquitin binding	1.00000000000129	1.2895036752497e-12	50	0	0	41	11917
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	1.00000000000136	1.3606107340306e-12	94	0	0	41	11917
GO:0001653	peptide receptor activity	1.0000000000017	1.6967197817831e-12	74	0	0	41	11917
GO:0019904	protein domain specific binding	1.0000000000017	1.6967197817831e-12	74	0	0	41	11917
GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0033592	RNA strand annealing activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004352	glutamate dehydrogenase (NAD+) activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0008384	IkappaB kinase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004372	glycine hydroxymethyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0070996	type 1 melanocortin receptor binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0032137	guanine/thymine mispair binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0055105	ubiquitin-protein transferase inhibitor activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004301	epoxide hydrolase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0016429	tRNA (adenine-N1-)-methyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004064	arylesterase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004822	isoleucine-tRNA ligase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004408	holocytochrome-c synthase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0035243	protein-arginine omega-N symmetric methyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004813	alanine-tRNA ligase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0052655	L-valine transaminase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004483	mRNA (nucleoside-2'-O-)-methyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0033130	acetylcholine receptor binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004511	tyrosine 3-monooxygenase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0005212	structural constituent of eye lens	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0047837	D-xylose 1-dehydrogenase (NADP+) activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004839	ubiquitin activating enzyme activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0001156	TFIIIC-class transcription factor binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004053	arginase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004134	4-alpha-glucanotransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004376	glycolipid mannosyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0004531	deoxyribonuclease II activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0035175	histone kinase activity (H3-S10 specific)	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0042895	antibiotic transporter activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0016160	amylase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0047750	cholestenol delta-isomerase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0010314	phosphatidylinositol-5-phosphate binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0019211	phosphatase activator activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0061598	molybdopterin adenylyltransferase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0042134	rRNA primary transcript binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0003962	cystathionine gamma-synthase activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0005542	folic acid binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0001026	TFIIIB-type transcription factor activity	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
GO:0046966	thyroid hormone receptor binding	1.00000000000201	2.00663909723535e-12	2	0	0	41	11917
